Date,Festive Period,Control Point,Arrival / Departure,Hong Kong Residents,Mainland Visitors,Other Visitors,Total
19/9/2020,H,Sha Tau Kok,Departure,0,0,0,0
19/9/2020,H,Shenzhen Bay,Arrival,1236,202,4,1442
19/9/2020,H,Shenzhen Bay,Departure,357,52,6,415
19/9/2020,H,China Ferry Terminal,Arrival,0,0,0,0
19/9/2020,H,China Ferry Terminal,Departure,0,0,0,0
19/9/2020,H,Harbour Control,Arrival,0,0,0,0
19/9/2020,H,Harbour Control,Departure,0,0,0,0
19/9/2020,H,Kai Tak Cruise Terminal,Arrival,0,0,0,0
19/9/2020,H,Kai Tak Cruise Terminal,Departure,0,0,0,0
19/9/2020,H,Macau Ferry Terminal,Arrival,0,0,0,0
19/9/2020,H,Macau Ferry Terminal,Departure,0,0,0,0
19/9/2020,H,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
19/9/2020,H,Tuen Mun Ferry Terminal,Departure,0,0,0,0
20/9/2020,H,Airport,Arrival,1171,9,43,1223
20/9/2020,H,Airport,Departure,1292,21,48,1361
20/9/2020,H,Express Rail Link West Kowloon,Arrival,0,0,0,0
20/9/2020,H,Express Rail Link West Kowloon,Departure,0,0,0,0
20/9/2020,H,Hung Hom,Arrival,0,0,0,0
20/9/2020,H,Hung Hom,Departure,0,0,0,0
20/9/2020,H,Lo Wu,Arrival,0,0,0,0
20/9/2020,H,Lo Wu,Departure,0,0,0,0
20/9/2020,H,Lok Ma Chau Spur Line,Arrival,0,0,0,0
20/9/2020,H,Lok Ma Chau Spur Line,Departure,0,0,0,0
20/9/2020,H,Heung Yuen Wai,Arrival,0,0,0,0
20/9/2020,H,Heung Yuen Wai,Departure,0,0,0,0
20/9/2020,H,Hong Kong-Zhuhai-Macao Bridge,Arrival,144,16,5,165
20/9/2020,H,Hong Kong-Zhuhai-Macao Bridge,Departure,50,5,1,56
20/9/2020,H,Lok Ma Chau,Arrival,0,0,0,0
20/9/2020,H,Lok Ma Chau,Departure,0,0,0,0
20/9/2020,H,Man Kam To,Arrival,0,0,0,0
20/9/2020,H,Man Kam To,Departure,0,0,0,0
20/9/2020,H,Sha Tau Kok,Arrival,0,0,0,0
20/9/2020,H,Sha Tau Kok,Departure,0,0,0,0
20/9/2020,H,Shenzhen Bay,Arrival,2339,314,9,2662
20/9/2020,H,Shenzhen Bay,Departure,313,26,6,345
20/9/2020,H,China Ferry Terminal,Arrival,0,0,0,0
20/9/2020,H,China Ferry Terminal,Departure,0,0,0,0
20/9/2020,H,Harbour Control,Arrival,0,0,0,0
20/9/2020,H,Harbour Control,Departure,0,0,0,0
20/9/2020,H,Kai Tak Cruise Terminal,Arrival,0,0,0,0
20/9/2020,H,Kai Tak Cruise Terminal,Departure,0,0,0,0
20/9/2020,H,Macau Ferry Terminal,Arrival,0,0,0,0
20/9/2020,H,Macau Ferry Terminal,Departure,0,0,0,0
20/9/2020,H,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
20/9/2020,H,Tuen Mun Ferry Terminal,Departure,0,0,0,0
21/9/2020,H,Airport,Arrival,740,1,17,758
21/9/2020,H,Airport,Departure,1110,5,23,1138
21/9/2020,H,Express Rail Link West Kowloon,Arrival,0,0,0,0
21/9/2020,H,Express Rail Link West Kowloon,Departure,0,0,0,0
21/9/2020,H,Hung Hom,Arrival,0,0,0,0
21/9/2020,H,Hung Hom,Departure,0,0,0,0
21/9/2020,H,Lo Wu,Arrival,0,0,0,0
21/9/2020,H,Lo Wu,Departure,0,0,0,0
21/9/2020,H,Lok Ma Chau Spur Line,Arrival,0,0,0,0
21/9/2020,H,Lok Ma Chau Spur Line,Departure,0,0,0,0
21/9/2020,H,Heung Yuen Wai,Arrival,0,0,0,0
21/9/2020,H,Heung Yuen Wai,Departure,0,0,0,0
21/9/2020,H,Hong Kong-Zhuhai-Macao Bridge,Arrival,119,9,1,129
21/9/2020,H,Hong Kong-Zhuhai-Macao Bridge,Departure,44,1,3,48
21/9/2020,H,Lok Ma Chau,Arrival,0,0,0,0
21/9/2020,H,Lok Ma Chau,Departure,0,0,0,0
21/9/2020,H,Man Kam To,Arrival,0,0,0,0
21/9/2020,H,Man Kam To,Departure,0,0,0,0
21/9/2020,H,Sha Tau Kok,Arrival,0,0,0,0
21/9/2020,H,Sha Tau Kok,Departure,0,0,0,0
21/9/2020,H,Shenzhen Bay,Arrival,1398,204,3,1605
21/9/2020,H,Shenzhen Bay,Departure,296,39,3,338
21/9/2020,H,China Ferry Terminal,Arrival,0,0,0,0
21/9/2020,H,China Ferry Terminal,Departure,0,0,0,0
21/9/2020,H,Harbour Control,Arrival,0,0,0,0
21/9/2020,H,Harbour Control,Departure,0,0,0,0
21/9/2020,H,Kai Tak Cruise Terminal,Arrival,0,0,0,0
21/9/2020,H,Kai Tak Cruise Terminal,Departure,0,0,0,0
21/9/2020,H,Macau Ferry Terminal,Arrival,0,0,0,0
21/9/2020,H,Macau Ferry Terminal,Departure,0,0,0,0
21/9/2020,H,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
21/9/2020,H,Tuen Mun Ferry Terminal,Departure,0,0,0,0
22/9/2020,H,Airport,Arrival,740,2,21,763
22/9/2020,H,Airport,Departure,1109,22,57,1188
22/9/2020,H,Express Rail Link West Kowloon,Arrival,0,0,0,0
22/9/2020,H,Express Rail Link West Kowloon,Departure,0,0,0,0
22/9/2020,H,Hung Hom,Arrival,0,0,0,0
22/9/2020,H,Hung Hom,Departure,0,0,0,0
22/9/2020,H,Lo Wu,Arrival,0,0,0,0
22/9/2020,H,Lo Wu,Departure,0,0,0,0
22/9/2020,H,Lok Ma Chau Spur Line,Arrival,0,0,0,0
22/9/2020,H,Lok Ma Chau Spur Line,Departure,0,0,0,0
22/9/2020,H,Heung Yuen Wai,Arrival,0,0,0,0
22/9/2020,H,Heung Yuen Wai,Departure,0,0,0,0
22/9/2020,H,Hong Kong-Zhuhai-Macao Bridge,Arrival,104,5,2,111
22/9/2020,H,Hong Kong-Zhuhai-Macao Bridge,Departure,102,6,1,109
22/9/2020,H,Lok Ma Chau,Arrival,0,0,0,0
22/9/2020,H,Lok Ma Chau,Departure,0,0,0,0
22/9/2020,H,Man Kam To,Arrival,0,0,0,0
22/9/2020,H,Man Kam To,Departure,0,0,0,0
22/9/2020,H,Sha Tau Kok,Arrival,0,0,0,0
22/9/2020,H,Sha Tau Kok,Departure,0,0,0,0
22/9/2020,H,Shenzhen Bay,Arrival,950,129,3,1082
22/9/2020,H,Shenzhen Bay,Departure,373,32,7,412
22/9/2020,H,China Ferry Terminal,Arrival,0,0,0,0
22/9/2020,H,China Ferry Terminal,Departure,0,0,0,0
22/9/2020,H,Harbour Control,Arrival,0,0,0,0
22/9/2020,H,Harbour Control,Departure,0,0,0,0
22/9/2020,H,Kai Tak Cruise Terminal,Arrival,0,0,0,0
22/9/2020,H,Kai Tak Cruise Terminal,Departure,0,0,0,0
22/9/2020,H,Macau Ferry Terminal,Arrival,0,0,0,0
22/9/2020,H,Macau Ferry Terminal,Departure,0,0,0,0
22/9/2020,H,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
22/9/2020,H,Tuen Mun Ferry Terminal,Departure,0,0,0,0
23/9/2020,H,Airport,Arrival,884,1,39,924
23/9/2020,H,Airport,Departure,891,11,60,962
23/9/2020,H,Express Rail Link West Kowloon,Arrival,0,0,0,0
23/9/2020,H,Express Rail Link West Kowloon,Departure,0,0,0,0
23/9/2020,H,Hung Hom,Arrival,0,0,0,0
23/9/2020,H,Hung Hom,Departure,0,0,0,0
23/9/2020,H,Lo Wu,Arrival,0,0,0,0
23/9/2020,H,Lo Wu,Departure,0,0,0,0
23/9/2020,H,Lok Ma Chau Spur Line,Arrival,0,0,0,0
23/9/2020,H,Lok Ma Chau Spur Line,Departure,0,0,0,0
23/9/2020,H,Heung Yuen Wai,Arrival,0,0,0,0
23/9/2020,H,Heung Yuen Wai,Departure,0,0,0,0
23/9/2020,H,Hong Kong-Zhuhai-Macao Bridge,Arrival,88,6,4,98
23/9/2020,H,Hong Kong-Zhuhai-Macao Bridge,Departure,175,5,1,181
23/9/2020,H,Lok Ma Chau,Arrival,0,0,0,0
23/9/2020,H,Lok Ma Chau,Departure,0,0,0,0
23/9/2020,H,Man Kam To,Arrival,0,0,0,0
23/9/2020,H,Man Kam To,Departure,0,0,0,0
23/9/2020,H,Sha Tau Kok,Arrival,0,0,0,0
23/9/2020,H,Sha Tau Kok,Departure,0,0,0,0
23/9/2020,H,Shenzhen Bay,Arrival,878,141,6,1025
23/9/2020,H,Shenzhen Bay,Departure,573,80,8,661
23/9/2020,H,China Ferry Terminal,Arrival,0,0,0,0
23/9/2020,H,China Ferry Terminal,Departure,0,0,0,0
23/9/2020,H,Harbour Control,Arrival,0,0,0,0
23/9/2020,H,Harbour Control,Departure,0,0,0,0
23/9/2020,H,Kai Tak Cruise Terminal,Arrival,0,0,0,0
23/9/2020,H,Kai Tak Cruise Terminal,Departure,0,0,0,0
23/9/2020,H,Macau Ferry Terminal,Arrival,0,0,0,0
23/9/2020,H,Macau Ferry Terminal,Departure,0,0,0,0
23/9/2020,H,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
23/9/2020,H,Tuen Mun Ferry Terminal,Departure,0,0,0,0
24/9/2020,H,Airport,Arrival,604,3,14,621
24/9/2020,H,Airport,Departure,1255,6,37,1298
24/9/2020,H,Express Rail Link West Kowloon,Arrival,0,0,0,0
24/9/2020,H,Express Rail Link West Kowloon,Departure,0,0,0,0
24/9/2020,H,Hung Hom,Arrival,0,0,0,0
24/9/2020,H,Hung Hom,Departure,0,0,0,0
24/9/2020,H,Lo Wu,Arrival,0,0,0,0
24/9/2020,H,Lo Wu,Departure,0,0,0,0
24/9/2020,H,Lok Ma Chau Spur Line,Arrival,0,0,0,0
24/9/2020,H,Lok Ma Chau Spur Line,Departure,0,0,0,0
24/9/2020,H,Heung Yuen Wai,Arrival,0,0,0,0
24/9/2020,H,Heung Yuen Wai,Departure,0,0,0,0
24/9/2020,H,Hong Kong-Zhuhai-Macao Bridge,Arrival,103,6,3,112
24/9/2020,H,Hong Kong-Zhuhai-Macao Bridge,Departure,110,4,0,114
24/9/2020,H,Lok Ma Chau,Arrival,0,0,0,0
24/9/2020,H,Lok Ma Chau,Departure,0,0,0,0
24/9/2020,H,Man Kam To,Arrival,0,0,0,0
24/9/2020,H,Man Kam To,Departure,0,0,0,0
24/9/2020,H,Sha Tau Kok,Arrival,0,0,0,0
24/9/2020,H,Sha Tau Kok,Departure,0,0,0,0
24/9/2020,H,Shenzhen Bay,Arrival,769,119,5,893
24/9/2020,H,Shenzhen Bay,Departure,495,61,7,563
24/9/2020,H,China Ferry Terminal,Arrival,0,0,0,0
24/9/2020,H,China Ferry Terminal,Departure,0,0,0,0
24/9/2020,H,Harbour Control,Arrival,0,0,0,0
24/9/2020,H,Harbour Control,Departure,0,0,0,0
24/9/2020,H,Kai Tak Cruise Terminal,Arrival,0,0,0,0
24/9/2020,H,Kai Tak Cruise Terminal,Departure,0,0,0,0
24/9/2020,H,Macau Ferry Terminal,Arrival,0,0,0,0
24/9/2020,H,Macau Ferry Terminal,Departure,0,0,0,0
24/9/2020,H,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
24/9/2020,H,Tuen Mun Ferry Terminal,Departure,0,0,0,0
25/9/2020,H,Airport,Arrival,885,3,42,930
25/9/2020,H,Airport,Departure,1358,13,51,1422
25/9/2020,H,Express Rail Link West Kowloon,Arrival,0,0,0,0
25/9/2020,H,Express Rail Link West Kowloon,Departure,0,0,0,0
25/9/2020,H,Hung Hom,Arrival,0,0,0,0
25/9/2020,H,Hung Hom,Departure,0,0,0,0
25/9/2020,H,Lo Wu,Arrival,0,0,0,0
25/9/2020,H,Lo Wu,Departure,0,0,0,0
25/9/2020,H,Lok Ma Chau Spur Line,Arrival,0,0,0,0
25/9/2020,H,Lok Ma Chau Spur Line,Departure,0,0,0,0
25/9/2020,H,Heung Yuen Wai,Arrival,0,0,0,0
25/9/2020,H,Heung Yuen Wai,Departure,0,0,0,0
25/9/2020,H,Hong Kong-Zhuhai-Macao Bridge,Arrival,122,3,1,126
25/9/2020,H,Hong Kong-Zhuhai-Macao Bridge,Departure,161,5,0,166
25/9/2020,H,Lok Ma Chau,Arrival,0,0,0,0
25/9/2020,H,Lok Ma Chau,Departure,0,0,0,0
25/9/2020,H,Man Kam To,Arrival,0,0,0,0
25/9/2020,H,Man Kam To,Departure,0,0,0,0
25/9/2020,H,Sha Tau Kok,Arrival,0,0,0,0
25/9/2020,H,Sha Tau Kok,Departure,0,0,0,0
25/9/2020,H,Shenzhen Bay,Arrival,965,129,6,1100
25/9/2020,H,Shenzhen Bay,Departure,513,71,5,589
25/9/2020,H,China Ferry Terminal,Arrival,0,0,0,0
25/9/2020,H,China Ferry Terminal,Departure,0,0,0,0
25/9/2020,H,Harbour Control,Arrival,0,0,0,0
25/9/2020,H,Harbour Control,Departure,0,0,0,0
25/9/2020,H,Kai Tak Cruise Terminal,Arrival,0,0,0,0
25/9/2020,H,Kai Tak Cruise Terminal,Departure,0,0,0,0
25/9/2020,H,Macau Ferry Terminal,Arrival,0,0,0,0
25/9/2020,H,Macau Ferry Terminal,Departure,0,0,0,0
25/9/2020,H,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
25/9/2020,H,Tuen Mun Ferry Terminal,Departure,0,0,0,0
26/9/2020,H,Airport,Arrival,1100,18,12,1130
26/9/2020,H,Airport,Departure,1382,47,27,1456
26/9/2020,H,Express Rail Link West Kowloon,Arrival,0,0,0,0
26/9/2020,H,Express Rail Link West Kowloon,Departure,0,0,0,0
26/9/2020,H,Hung Hom,Arrival,0,0,0,0
26/9/2020,H,Hung Hom,Departure,0,0,0,0
26/9/2020,H,Lo Wu,Arrival,0,0,0,0
26/9/2020,H,Lo Wu,Departure,0,0,0,0
26/9/2020,H,Lok Ma Chau Spur Line,Arrival,0,0,0,0
26/9/2020,H,Lok Ma Chau Spur Line,Departure,0,0,0,0
26/9/2020,H,Heung Yuen Wai,Arrival,0,0,0,0
26/9/2020,H,Heung Yuen Wai,Departure,0,0,0,0
26/9/2020,H,Hong Kong-Zhuhai-Macao Bridge,Arrival,87,9,1,97
26/9/2020,H,Hong Kong-Zhuhai-Macao Bridge,Departure,83,7,1,91
26/9/2020,H,Lok Ma Chau,Arrival,0,0,0,0
26/9/2020,H,Lok Ma Chau,Departure,0,0,0,0
26/9/2020,H,Man Kam To,Arrival,0,0,0,0
26/9/2020,H,Man Kam To,Departure,0,0,0,0
26/9/2020,H,Sha Tau Kok,Arrival,0,0,0,0
26/9/2020,H,Sha Tau Kok,Departure,0,0,0,0
26/9/2020,H,Shenzhen Bay,Arrival,1003,128,5,1136
26/9/2020,H,Shenzhen Bay,Departure,489,80,5,574
26/9/2020,H,China Ferry Terminal,Arrival,0,0,0,0
26/9/2020,H,China Ferry Terminal,Departure,0,0,0,0
26/9/2020,H,Harbour Control,Arrival,0,0,0,0
26/9/2020,H,Harbour Control,Departure,0,0,0,0
26/9/2020,H,Kai Tak Cruise Terminal,Arrival,0,0,0,0
26/9/2020,H,Kai Tak Cruise Terminal,Departure,0,0,0,0
26/9/2020,H,Macau Ferry Terminal,Arrival,0,0,0,0
26/9/2020,H,Macau Ferry Terminal,Departure,0,0,0,0
26/9/2020,H,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
26/9/2020,H,Tuen Mun Ferry Terminal,Departure,0,0,0,0
27/9/2020,H,Airport,Arrival,1315,3,37,1355
27/9/2020,H,Airport,Departure,1213,8,52,1273
27/9/2020,H,Express Rail Link West Kowloon,Arrival,0,0,0,0
27/9/2020,H,Express Rail Link West Kowloon,Departure,0,0,0,0
27/9/2020,H,Hung Hom,Arrival,0,0,0,0
27/9/2020,H,Hung Hom,Departure,0,0,0,0
27/9/2020,H,Lo Wu,Arrival,0,0,0,0
27/9/2020,H,Lo Wu,Departure,0,0,0,0
27/9/2020,H,Lok Ma Chau Spur Line,Arrival,0,0,0,0
27/9/2020,H,Lok Ma Chau Spur Line,Departure,0,0,0,0
27/9/2020,H,Heung Yuen Wai,Arrival,0,0,0,0
27/9/2020,H,Heung Yuen Wai,Departure,0,0,0,0
27/9/2020,H,Hong Kong-Zhuhai-Macao Bridge,Arrival,51,5,2,58
27/9/2020,H,Hong Kong-Zhuhai-Macao Bridge,Departure,51,2,0,53
27/9/2020,H,Lok Ma Chau,Arrival,0,0,0,0
27/9/2020,H,Lok Ma Chau,Departure,0,0,0,0
27/9/2020,H,Man Kam To,Arrival,0,0,0,0
27/9/2020,H,Man Kam To,Departure,0,0,0,0
27/9/2020,H,Sha Tau Kok,Arrival,0,0,0,0
27/9/2020,H,Sha Tau Kok,Departure,0,0,0,0
27/9/2020,H,Shenzhen Bay,Arrival,1073,147,4,1224
27/9/2020,H,Shenzhen Bay,Departure,308,40,9,357
27/9/2020,H,China Ferry Terminal,Arrival,0,0,0,0
27/9/2020,H,China Ferry Terminal,Departure,0,0,0,0
27/9/2020,H,Harbour Control,Arrival,0,0,0,0
27/9/2020,H,Harbour Control,Departure,0,0,0,0
27/9/2020,H,Kai Tak Cruise Terminal,Arrival,0,0,0,0
27/9/2020,H,Kai Tak Cruise Terminal,Departure,0,0,0,0
27/9/2020,H,Macau Ferry Terminal,Arrival,0,0,0,0
27/9/2020,H,Macau Ferry Terminal,Departure,0,0,0,0
27/9/2020,H,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
27/9/2020,H,Tuen Mun Ferry Terminal,Departure,0,0,0,0
28/9/2020,H,Airport,Arrival,965,4,35,1004
28/9/2020,H,Airport,Departure,1019,12,40,1071
28/9/2020,H,Express Rail Link West Kowloon,Arrival,0,0,0,0
28/9/2020,H,Express Rail Link West Kowloon,Departure,0,0,0,0
28/9/2020,H,Hung Hom,Arrival,0,0,0,0
28/9/2020,H,Hung Hom,Departure,0,0,0,0
28/9/2020,H,Lo Wu,Arrival,0,0,0,0
28/9/2020,H,Lo Wu,Departure,0,0,0,0
28/9/2020,H,Lok Ma Chau Spur Line,Arrival,0,0,0,0
28/9/2020,H,Lok Ma Chau Spur Line,Departure,0,0,0,0
28/9/2020,H,Heung Yuen Wai,Arrival,0,0,0,0
28/9/2020,H,Heung Yuen Wai,Departure,0,0,0,0
28/9/2020,H,Hong Kong-Zhuhai-Macao Bridge,Arrival,52,4,1,57
28/9/2020,H,Hong Kong-Zhuhai-Macao Bridge,Departure,49,6,3,58
28/9/2020,H,Lok Ma Chau,Arrival,0,0,0,0
28/9/2020,H,Lok Ma Chau,Departure,0,0,0,0
28/9/2020,H,Man Kam To,Arrival,0,0,0,0
28/9/2020,H,Man Kam To,Departure,0,0,0,0
28/9/2020,H,Sha Tau Kok,Arrival,0,0,0,0
28/9/2020,H,Sha Tau Kok,Departure,0,0,0,0
28/9/2020,H,Shenzhen Bay,Arrival,882,116,5,1003
28/9/2020,H,Shenzhen Bay,Departure,426,31,9,466
28/9/2020,H,China Ferry Terminal,Arrival,0,0,0,0
28/9/2020,H,China Ferry Terminal,Departure,0,0,0,0
28/9/2020,H,Harbour Control,Arrival,0,0,0,0
28/9/2020,H,Harbour Control,Departure,0,0,0,0
28/9/2020,H,Kai Tak Cruise Terminal,Arrival,0,0,0,0
28/9/2020,H,Kai Tak Cruise Terminal,Departure,0,0,0,0
28/9/2020,H,Macau Ferry Terminal,Arrival,0,0,0,0
28/9/2020,H,Macau Ferry Terminal,Departure,0,0,0,0
28/9/2020,H,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
28/9/2020,H,Tuen Mun Ferry Terminal,Departure,0,0,0,0
29/9/2020,H,Airport,Arrival,1224,11,30,1265
29/9/2020,H,Airport,Departure,1303,20,75,1398
29/9/2020,H,Express Rail Link West Kowloon,Arrival,0,0,0,0
29/9/2020,H,Express Rail Link West Kowloon,Departure,0,0,0,0
29/9/2020,H,Hung Hom,Arrival,0,0,0,0
29/9/2020,H,Hung Hom,Departure,0,0,0,0
29/9/2020,H,Lo Wu,Arrival,0,0,0,0
29/9/2020,H,Lo Wu,Departure,0,0,0,0
29/9/2020,H,Lok Ma Chau Spur Line,Arrival,0,0,0,0
29/9/2020,H,Lok Ma Chau Spur Line,Departure,0,0,0,0
29/9/2020,H,Heung Yuen Wai,Arrival,0,0,0,0
29/9/2020,H,Heung Yuen Wai,Departure,0,0,0,0
29/9/2020,H,Hong Kong-Zhuhai-Macao Bridge,Arrival,81,6,5,92
29/9/2020,H,Hong Kong-Zhuhai-Macao Bridge,Departure,78,3,8,89
29/9/2020,H,Lok Ma Chau,Arrival,0,0,0,0
29/9/2020,H,Lok Ma Chau,Departure,0,0,0,0
29/9/2020,H,Man Kam To,Arrival,0,0,0,0
29/9/2020,H,Man Kam To,Departure,0,0,0,0
29/9/2020,H,Sha Tau Kok,Arrival,0,0,0,0
29/9/2020,H,Sha Tau Kok,Departure,0,0,0,0
29/9/2020,H,Shenzhen Bay,Arrival,1010,124,4,1138
29/9/2020,H,Shenzhen Bay,Departure,411,48,4,463
29/9/2020,H,China Ferry Terminal,Arrival,0,0,0,0
29/9/2020,H,China Ferry Terminal,Departure,0,0,0,0
29/9/2020,H,Harbour Control,Arrival,0,0,0,0
29/9/2020,H,Harbour Control,Departure,0,0,0,0
29/9/2020,H,Kai Tak Cruise Terminal,Arrival,0,0,0,0
29/9/2020,H,Kai Tak Cruise Terminal,Departure,0,0,0,0
29/9/2020,H,Macau Ferry Terminal,Arrival,0,0,0,0
29/9/2020,H,Macau Ferry Terminal,Departure,0,0,0,0
29/9/2020,H,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
29/9/2020,H,Tuen Mun Ferry Terminal,Departure,0,0,0,0
30/9/2020,H,Airport,Arrival,1678,3,28,1709
30/9/2020,H,Airport,Departure,992,18,49,1059
30/9/2020,H,Express Rail Link West Kowloon,Arrival,0,0,0,0
30/9/2020,H,Express Rail Link West Kowloon,Departure,0,0,0,0
30/9/2020,H,Hung Hom,Arrival,0,0,0,0
30/9/2020,H,Hung Hom,Departure,0,0,0,0
30/9/2020,H,Lo Wu,Arrival,0,0,0,0
30/9/2020,H,Lo Wu,Departure,0,0,0,0
30/9/2020,H,Lok Ma Chau Spur Line,Arrival,0,0,0,0
30/9/2020,H,Lok Ma Chau Spur Line,Departure,0,0,0,0
30/9/2020,H,Heung Yuen Wai,Arrival,0,0,0,0
30/9/2020,H,Heung Yuen Wai,Departure,0,0,0,0
30/9/2020,H,Hong Kong-Zhuhai-Macao Bridge,Arrival,133,5,8,146
30/9/2020,H,Hong Kong-Zhuhai-Macao Bridge,Departure,88,7,2,97
30/9/2020,H,Lok Ma Chau,Arrival,0,0,0,0
30/9/2020,H,Lok Ma Chau,Departure,0,0,0,0
30/9/2020,H,Man Kam To,Arrival,0,0,0,0
30/9/2020,H,Man Kam To,Departure,0,0,0,0
30/9/2020,H,Sha Tau Kok,Arrival,0,0,0,0
30/9/2020,H,Sha Tau Kok,Departure,0,0,0,0
30/9/2020,H,Shenzhen Bay,Arrival,1201,141,6,1348
30/9/2020,H,Shenzhen Bay,Departure,667,79,22,768
30/9/2020,H,China Ferry Terminal,Arrival,0,0,0,0
30/9/2020,H,China Ferry Terminal,Departure,0,0,0,0
30/9/2020,H,Harbour Control,Arrival,0,0,0,0
30/9/2020,H,Harbour Control,Departure,0,0,0,0
30/9/2020,H,Kai Tak Cruise Terminal,Arrival,0,0,0,0
30/9/2020,H,Kai Tak Cruise Terminal,Departure,0,0,0,0
30/9/2020,H,Macau Ferry Terminal,Arrival,0,0,0,0
30/9/2020,H,Macau Ferry Terminal,Departure,0,0,0,0
30/9/2020,H,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
30/9/2020,H,Tuen Mun Ferry Terminal,Departure,0,0,0,0
1/10/2020,I+J,Airport,Arrival,898,4,34,936
1/10/2020,I+J,Airport,Departure,1147,5,101,1253
1/10/2020,I+J,Express Rail Link West Kowloon,Arrival,0,0,0,0
1/10/2020,I+J,Express Rail Link West Kowloon,Departure,0,0,0,0
1/10/2020,I+J,Hung Hom,Arrival,0,0,0,0
1/10/2020,I+J,Hung Hom,Departure,0,0,0,0
1/10/2020,I+J,Lo Wu,Arrival,0,0,0,0
1/10/2020,I+J,Lo Wu,Departure,0,0,0,0
1/10/2020,I+J,Lok Ma Chau Spur Line,Arrival,0,0,0,0
1/10/2020,I+J,Lok Ma Chau Spur Line,Departure,0,0,0,0
1/10/2020,I+J,Heung Yuen Wai,Arrival,0,0,0,0
1/10/2020,I+J,Heung Yuen Wai,Departure,0,0,0,0
1/10/2020,I+J,Hong Kong-Zhuhai-Macao Bridge,Arrival,58,4,76,138
1/10/2020,I+J,Hong Kong-Zhuhai-Macao Bridge,Departure,80,10,2,92
1/10/2020,I+J,Lok Ma Chau,Arrival,0,0,0,0
1/10/2020,I+J,Lok Ma Chau,Departure,0,0,0,0
1/10/2020,I+J,Man Kam To,Arrival,0,0,0,0
1/10/2020,I+J,Man Kam To,Departure,0,0,0,0
1/10/2020,I+J,Sha Tau Kok,Arrival,0,0,0,0
1/10/2020,I+J,Sha Tau Kok,Departure,0,0,0,0
1/10/2020,I+J,Shenzhen Bay,Arrival,570,85,8,663
1/10/2020,I+J,Shenzhen Bay,Departure,403,46,3,452
1/10/2020,I+J,China Ferry Terminal,Arrival,0,0,0,0
1/10/2020,I+J,China Ferry Terminal,Departure,0,0,0,0
1/10/2020,I+J,Harbour Control,Arrival,0,0,0,0
1/10/2020,I+J,Harbour Control,Departure,0,0,0,0
1/10/2020,I+J,Kai Tak Cruise Terminal,Arrival,0,0,0,0
1/10/2020,I+J,Kai Tak Cruise Terminal,Departure,0,0,0,0
1/10/2020,I+J,Macau Ferry Terminal,Arrival,0,0,0,0
1/10/2020,I+J,Macau Ferry Terminal,Departure,0,0,0,0
1/10/2020,I+J,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
1/10/2020,I+J,Tuen Mun Ferry Terminal,Departure,0,0,0,0
2/10/2020,I+J,Airport,Arrival,677,4,43,724
2/10/2020,I+J,Airport,Departure,960,19,66,1045
2/10/2020,I+J,Express Rail Link West Kowloon,Arrival,0,0,0,0
2/10/2020,I+J,Express Rail Link West Kowloon,Departure,0,0,0,0
2/10/2020,I+J,Hung Hom,Arrival,0,0,0,0
2/10/2020,I+J,Hung Hom,Departure,0,0,0,0
2/10/2020,I+J,Lo Wu,Arrival,0,0,0,0
2/10/2020,I+J,Lo Wu,Departure,0,0,0,0
2/10/2020,I+J,Lok Ma Chau Spur Line,Arrival,0,0,0,0
2/10/2020,I+J,Lok Ma Chau Spur Line,Departure,0,0,0,0
2/10/2020,I+J,Heung Yuen Wai,Arrival,0,0,0,0
2/10/2020,I+J,Heung Yuen Wai,Departure,0,0,0,0
2/10/2020,I+J,Hong Kong-Zhuhai-Macao Bridge,Arrival,54,0,5,59
2/10/2020,I+J,Hong Kong-Zhuhai-Macao Bridge,Departure,48,3,1,52
2/10/2020,I+J,Lok Ma Chau,Arrival,0,0,0,0
2/10/2020,I+J,Lok Ma Chau,Departure,0,0,0,0
2/10/2020,I+J,Man Kam To,Arrival,0,0,0,0
2/10/2020,I+J,Man Kam To,Departure,0,0,0,0
2/10/2020,I+J,Sha Tau Kok,Arrival,0,0,0,0
2/10/2020,I+J,Sha Tau Kok,Departure,0,0,0,0
2/10/2020,I+J,Shenzhen Bay,Arrival,946,150,2,1098
2/10/2020,I+J,Shenzhen Bay,Departure,388,60,6,454
2/10/2020,I+J,China Ferry Terminal,Arrival,0,0,0,0
2/10/2020,I+J,China Ferry Terminal,Departure,0,0,0,0
2/10/2020,I+J,Harbour Control,Arrival,0,0,0,0
2/10/2020,I+J,Harbour Control,Departure,0,0,0,0
